FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.1906373,1906373,POINT (16.237274739940244 48.201307417451616),PA Hofjagdstraße,13,6.356 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906374,1906374,POINT (16.325456154696212 48.22661987486112),PA Gersthofer Straße,18,2.148 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906375,1906375,POINT (16.40359037467621 48.24143566498573),PA Friedstraße,21,1.854 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906376,1906376,POINT (16.3997565278495 48.152355927790964),PA Filmteichstraße,10,5.006 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906377,1906377,POINT (16.42005790542888 48.3030940687226),PA Erbpostgasse,21,1.089 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906378,1906378,POINT (16.413829016912505 48.17610893246043),PA Enkplatz,11,2.483 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906379,1906379,POINT (16.364110385220823 48.26490162934591),PA Eichelhofstraße,19,439 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906380,1906380,POINT (16.405410973923335 48.241415557117506),PA Donauturmstraße,21,702 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906381,1906381,POINT (16.436423502030294 48.244347760306944),PA Czernetzplatz,22,2.655 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906382,1906382,POINT (16.25445159681157 48.20769174320066),PA Bujattigasse,14,3.630 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906383,1906383,POINT (16.21799645949528 48.210994343942886),PA Bahnstraße,14,2.461 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906384,1906384,POINT (16.457633022454417 48.2519347845593),Ladinigpark,22,7.669 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906385,1906385,POINT (16.432020654969705 48.287923036597974),Alma-Rosé-Park,21,3.480 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906386,1906386,POINT (16.43737670443221 48.24085865325883),GA Schrödingerplatz,22,744 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906387,1906387,POINT (16.375090078078017 48.212407252140544),GA Morzinplatz,1,3.237 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906388,1906388,POINT (16.364235869044016 48.20947378753471),GA Minoritenplatz,1,779 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906389,1906389,POINT (16.358498187024466 48.19174031768171),GA Margaretenplatz,5,173 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906390,1906390,POINT (16.407292140778857 48.14118879007443),PA Kurbadstraße,10,3.063 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906391,1906391,POINT (16.424449066850723 48.2971480225082),GA In der goldenen Erden,21,2.189 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906392,1906392,POINT (16.347451127461515 48.19877679243242),Andreaspark,7,3.009 m²,"Okt: 6:40-19:15, Nov-März: 6:40-18:15, Apr-Sep: 6:40-21:15",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906393,1906393,POINT (16.331680680151106 48.19064379359037),Rosa-Barach-Park,15,827 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906394,1906394,POINT (16.32596496577482 48.2215801563622),Hermine-Weinreb-Park,17,740 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906395,1906395,POINT (16.504486199837405 48.22399613343318),GA Sonnenallee,22,2.555 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906396,1906396,POINT (16.434347573279023 48.28762714409097),PA Grellgasse,21,1.509 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906397,1906397,POINT (16.417902686305368 48.18273709608937),PA Hallergasse,11,2.947 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906398,1906398,POINT (16.404713662356695 48.14175480375749),GA Kurbadstraße,10,2.540 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906399,1906399,POINT (16.38387959556385 48.26947715449424),PA Lorettowiese,21,31.289 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906400,1906400,POINT (16.442130860258718 48.24114603958231),PA Dolfi-Gruber-Weg,22,2.295 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906401,1906401,POINT (16.351483183269544 48.16980563527182),Wasserspielplatz Wasserturm,10,16.925 m²,9:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906402,1906402,POINT (16.33137158994932 48.24778566757064),PA Sieveringer Straße,19,23 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906403,1906403,POINT (16.249112485947627 48.218169135010264),Ulmenpark,14,6.771 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906404,1906404,POINT (16.308801149134396 48.20211326315118),GA Laurentiusplatz,14,843 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906405,1906405,POINT (16.328548086238786 48.20729011307383),GA Koppstraße,16,282 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906406,1906406,POINT (16.483167798703384 48.21823834350752),PA Asperner Heldenplatz,22,2.194 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906407,1906407,POINT (16.377501901032662 48.23139097030705),PA Wallensteinstraße ,20,1.542 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906408,1906408,POINT (16.338068414486976 48.18801936612091),Jugendaktivzone,15,2.862 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906409,1906409,POINT (16.477090598786727 48.253045713858555),Motorikpark,22,21.757 m²,http://www.motorikpark-wien.at/,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906410,1906410,POINT (16.31981402256426 48.20344661724056),GA Auf der Schmelz,15,4.889 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906411,1906411,POINT (16.34102052404106 48.20604716291885),GA Neustiftgasse/102,7,41 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906412,1906412,POINT (16.39301978798889 48.163405444601835),PA Blauer Teich,10,3.416 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906413,1906413,POINT (16.373069075522782 48.18680205675609),GA Südtiroler Platz,4,1.011 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906414,1906414,POINT (16.476041774814988 48.1591412178685),PA Münnichplatz,11,6.313 m²,06:00-20:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906415,1906415,POINT (16.34365027502199 48.18647849152895),Stefan-Weber-Park,5,15.386 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906416,1906416,POINT (16.367981302315957 48.200850321820475),Girardipark,1,1.812 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906417,1906417,POINT (16.28834468537058 48.137177706550695),PA Fröhlichgasse,23,4.121 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906418,1906418,POINT (16.34372996243727 48.177877732345934),GA Malfattigasse,12,760 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906419,1906419,POINT (16.401762660555477 48.25499242437268),GA Franklinstraße,21,5.948 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906420,1906420,POINT (16.306916996979343 48.16353916248565),Hetzendorfer Schloßpark,12,8.181 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906421,1906421,POINT (16.363063916369715 48.22915834700735),Treppelweg - Spittelauer Lände,9,10.041 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906422,1906422,POINT (16.380280903316354 48.21163820272871),Wolfgang-Schmitz-Promenade,1,4.750 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906423,1906423,POINT (16.40470432774871 48.22455469794195),Mexikopark – Kirche,2,11.669 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906424,1906424,POINT (16.403087985373407 48.226225859630055),Mexikopark – Rosenpark,2,15.109 m²,Spielplatz: 6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906425,1906425,POINT (16.36855623855633 48.22477656108186),Adele-Jellinek-Promenade,2,5.367 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906426,1906426,POINT (16.306027227118317 48.20605604638758),GA Lorenz-Mandl-Gasse,16,658 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906427,1906427,POINT (16.388674031386543 48.21303940617229),Vorkai - Weißgerberufer,3,5.890 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906428,1906428,POINT (16.421348946591507 48.190433858275604),Lucie-Goldner-Promenade,2,27.733 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906429,1906429,POINT (16.379887399394146 48.21229189259163),Gisela-Werbezirk-Promenade,2,4.937 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907182,1907182,POINT (16.342669033796646 48.23897522932429),Hayekpark,19,3.828 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907183,1907183,POINT (16.438112737687813 48.26978510831811),PA Dominik-Wölfel-Gasse,21,7.323 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907184,1907184,POINT (16.454517419743343 48.27278630951798),PA Doderergasse,21,6.437 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907185,1907185,POINT (16.393826309731775 48.27294283180858),Denglerpark,21,19.815 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907186,1907186,POINT (16.421891602301123 48.280286377668226),PA Carabelligasse,21,4.355 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907187,1907187,POINT (16.39970613651759 48.255007135622215),PA Bodenstedtgasse,21,15.560 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907188,1907188,POINT (16.39482601644986 48.26086189764507),Kleingartenjubiläumspark,21,2.330 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907189,1907189,POINT (16.402387918297297 48.25095534012349),PA An der oberen Alten Donau,21,2.578 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907190,1907190,POINT (16.410118419995793 48.2494170754759),PA Fultonstraße,21,2.147 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907191,1907191,POINT (16.38651906812257 48.29181546343355),Alois-Heidel-Park,21,1.858 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907192,1907192,POINT (16.454524604896196 48.27012471210825),PA Kurze Zwerchäcker,21,7.177 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907193,1907193,POINT (16.378392815258564 48.23992443293515),PA Stromstraße,20,1.468 m²,Ballspiel: 6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907194,1907194,POINT (16.37634750937416 48.232063899400174),Sachsenpark,20,5.876 m²,"Ballspielkäfig:Okt-März:07:00-20:00, Apr-Sep:07:00-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907195,1907195,POINT (16.37702488224592 48.23724046590516),PA Leithastraße,20,1.477 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907196,1907196,POINT (16.38650950714525 48.234229055350625),Mortarapark,20,11.934 m²,6:30-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907197,1907197,POINT (16.37590066671478 48.250579715430206),PA Luntzgasse,20,261 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907198,1907198,POINT (16.367458454110167 48.23562936705189),PA Leipziger Platz,20,540 m²,"Ballspielkäfig:Okt-März:07:00-20:00, Apr-Sep:07:00-21:00",Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907199,1907199,POINT (16.36834669343529 48.240146292194325),PA Spielmanngasse,20,2.085 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907200,1907200,POINT (16.377272970731816 48.24649186590679),PA Kapaunplatz,20,6.064 m²,Ballspielkäfig:06:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907201,1907201,POINT (16.373769515832326 48.23428776978774),Jakob-Winter-Park,20,2.220 m²,6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907202,1907202,POINT (16.368713424283982 48.23521062261304),Hugo-Gottschlich-Park,20,18.234 m²,Ballspielkäfig:07:00-20:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907203,1907203,POINT (16.369319295232515 48.2263155105315),PA Gaußplatz,20,4.204 m²,"Ballspielkäfig:Okt-März:07:30-20:30, Apr-Sep:07:30-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907204,1907204,POINT (16.381203696607436 48.24499857781113),PA Friedrich-Engels-Platz,20,17.499 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907205,1907205,POINT (16.415193409484647 48.20306723095553),Prater - Blumenwiese,2,18.907 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907206,1907206,POINT (16.375408190055076 48.190771439203054),GA St.-Elisabeth-Platz,4,1.129 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907207,1907207,POINT (16.334901188575873 48.214542339700365),GA Ottakringer Straße,16,59 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907208,1907208,POINT (16.314170494582484 48.12858378438677),GA Basler Gasse,23,383 m²,00:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907209,1907209,POINT (16.405026992538886 48.21950214627768),GA Ilgplatz,2,309 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907210,1907210,POINT (16.380933038113948 48.2127724016404),GA Adele-Perlmutter-Platz,2,359 m²,00:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907211,1907211,POINT (16.380999199227524 48.217008026913014),GA Lancplatz,2,290 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907212,1907212,POINT (16.301771498894652 48.18585403767155),Felix-Steinwandtner-Park,13,386 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907213,1907213,POINT (16.353298080214486 48.185375679842934),GA Siebenbrunnenplatz,5,83 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907214,1907214,POINT (16.37786663503521 48.21143370750806),GA Schwedenplatz,1,587 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907215,1907215,POINT (16.390176435495075 48.21091988424452),GA Radetzkyplatz,3,266 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907216,1907216,POINT (16.367650985807835 48.23549013565579),GA Leipziger Platz,20,1.085 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907217,1907217,POINT (16.367956930042226 48.248778129039316),GA Leopold-Ungar-Platz,19,762 m²,00:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907218,1907218,POINT (16.35134133927773 48.20541548716798),GA Augustinplatz,7,104 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907219,1907219,POINT (16.281014084199455 48.135846919483726),GA Liesinger Platz,23,2.302 m²,0:00-24:00,Ja,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907220,1907220,POINT (16.35306358640685 48.19055867999442),GA Wientalterrasse,5,667 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907221,1907221,POINT (16.340733467974314 48.19573938372606),GA Christian-Broda-Platz,6,234 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907222,1907222,POINT (16.37809064209477 48.21689668029179),GA Ludwig-Hirsch-Platz,2,178 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907223,1907223,POINT (16.29642838301266 48.14639426995754),GA Atzgersdorfer Platz,23,87 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907224,1907224,POINT (16.39744484442462 48.20768997318732),Emilie-Turecek-Promenade,2,13.950 m²,00:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907225,1907225,POINT (16.401011680373816 48.202963256143256),Henriette-Willardt-Promenade,2,23.409 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907226,1907226,POINT (16.339829018708322 48.21278134815206),Hernalser Gürtel Hundezone,8,672 m²,"Okt-März:6:00-19:15, Apr-Sep:06:30-20:30",Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907227,1907227,POINT (16.346995836777694 48.20005137146644),GA Jenny-Steiner-Weg,7,145 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907228,1907228,POINT (16.390215618712688 48.235973684050016),PA Traisengasse,20,293 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907229,1907229,POINT (16.360514481694015 48.18667885503228),GA Zentaplatz,5,631 m²,6:30-22:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907230,1907230,POINT (16.315240219848132 48.201661916334714),GA Akkonplatz,15,434 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907231,1907231,POINT (16.451504483019132 48.25731090630163),GA Rennbahnweg,22,818 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907232,1907232,POINT (16.356886918185886 48.19030390538203),GA Grohgasse,5,237 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907233,1907233,POINT (16.368239062324598 48.195190157237796),GA Mozartplatz,4,247 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
